Date,Content,Created by,Labels,Views,Avg. percentage viewed,Likes,Dislikes,Comments,Shares,Added to a playlist,Removed from a playlist,Subscribers gained,Subscribers lost,Total engagement,Url
02/21/2024 01:37 AM AEDT +1100,"Milk is not harmless. 🥛  Here are some things you should know about the dairy industry: 🥛 Cows are forcibly impregnated repeatedly. 🥛 They are separated from their calves, causing both of them extreme distress. 🥛 When they can no longer produce as much milk, the cows are taken to the slaughterhouse. 🥛If their calves cannot be monetized — raised for veal or milk — they are killed at birth. 🐮 It's time to reconsider dairy consumption and explore plant-based alternatives. Choose veganism #ForTheAnimals.  Try vegan with us today! Comment READY below and we will send you our 7 and 30 day vegan challenge at genv.org  #Vegan #AnimalRights #Dairy #Cheese #Icecream #DairyIsScary",Jamie Logan,,596,72.25,6,3,0,1,0,0,1,0,7,https://www.youtube.com/watch?v=UvG6RAmMtCE
02/23/2024 06:04 AM AEDT +1100,"The live export trade is cruel, subjecting animals to cramped conditions, exposure to the elements, and unsanitary environments on strenuous journeys. 🐮💔🚢  The destination will always be the slaughterhouse.  #shorts",Simon Plazolles-Hayes,,19,64.02,7,0,0,0,1,1,0,0,8,https://www.youtube.com/watch?v=JyuEbIisltY
02/23/2024 08:23 PM AEDT +1100,"Jayaseelan TD started the Ahimsa Farm Animal Sanctuary in Kerala when he realized there was nowhere else he could send the animals he wanted to rescue from slaughter.  Located in Trivandrum, Kerala, the sanctuary houses 250 animals including bulls, buffaloes, cows, hens, turkeys, ducks and geese.  All these animals live the life they deserve, feeding on fresh food, sunbathing, and living free with their fellow rescued friends.    #AllBeGenV  🌱VEGAN CHALLENGES AVAILABLE IN HINDI AND ENGLISH:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 7-Day Vegan For Spirituality 30-Day Vegan Challenge   🔴 Subscribe for more videos just like this:      / @generationvegan_    🕘 Timestamps 00:00    📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook:   https://www.facebook.com/GenvIndia/ Instagram:   https://www.instagram.com/GenV_India",,,558,32.36,88,0,17,24,14,2,17,0,143,https://www.youtube.com/watch?v=7a0ym2fpiqo
02/24/2024 04:54 AM AEDT +1100,"Buffaloes of Brotas: one of the biggest cases of animal abandonment ever.  Guardian of the Sanctuary Ahimsa Valedarainha, Patrícia Favano, shares the story of more than a thousand buffaloes who were left to perish from hunger, thirst, and neglect in Brazil. Thanks to activists, all the surviving animals—almost one thousand of them!—are now living freely in the sanctuaries Vale da Rainha and Rancho dos Gnomo. 🐃   ⚡You can help change the lives of these animals! Join our campaign #HelpTheBuffaloesFromBrotas.   For every person who signs up to one of our FREE vegan challenges 👇 Generation Vegan will donate 1 dollar for the Buffaloes from Brotas  Sign up at GenV.org/spirituality and together we can change the world 🌱  🌱VEGAN CHALLENGES AVAILABLE:  https://www.genv.org/go-vegan 7-Day Vegan For Animals 7-Day Vegan For The Planet 7-Day Vegan For Your Health 7-Day Vegan For Humanity 30-Day Vegan Challenge  🔴 Subscribe for more videos just like this:   https://www.youtube.com/@UCBrvNYJbiMrv4-OzddFSN6w   🕘 Timestamps 00:00 - 1:11 - Intro   📚 ACTIVIST RESOURCES: https://www.genv.org/make-an-impact/ Resources to get educated, active, and intersectional.  👥 STAY CONNECTED Website: https://www.GenV.org Facebook: https://www.facebook.com/GenVengeng Twitter: https://www.twitter.com/GenV_ENG Instagram: https://www.instagram.com/GenV_ENG",,,130,42.32,29,0,2,4,9,4,0,0,44,https://www.youtube.com/watch?v=ZaTmMGYufug
02/25/2024 02:47 AM AEDT +1100,"💙🧡 As we get ready to celebrate the festival of colours, we present to you a delicious recipe for vegan thandai that is very refreshing. 💚💜  This is one more way to ensure you are kind to animals this holi. 🙏🏽❣️  Roast and grind to a fine powder: 2 tbsp almonds 1 tbsp cashews 2 tbsp pistachios ⅛ cup melon seeds 2 tbsp rose petals 1½ tbsp khus khus 1 tbsp nniseed/sauf 1 tbsp black pepper 1tsp cardamom seeds  Add 2 tbsp of thandai powder into a blender and blend with 1½  cups vegan milk and 2 tbsp jaggery powder.  Serve chilled.  👉🏾For more recipes, check our recipe section on our website: https://genv.org/recipes/",Simon Plazolles-Hayes,,90,53.67999999999999,7,0,0,0,0,0,0,0,7,https://www.youtube.com/watch?v=EXBHRMjr_gQ
02/27/2024 01:00 AM AEDT +1100,"Buffaloes of Brotas: one of the biggest cases of animal abandonment ever.  Guardian of the Sanctuary @ahimsa.valedarainha, Patrícia Favano, shares the story of more than a thousand buffaloes who were left to perish from hunger, thirst, and neglect in Brazil. Thanks to activists, all the surviving animals—almost one thousand of them!—are now living freely in the sanctuaries Vale da Rainha and @ranchodosgnomos 🐃.  ⚡You can help change the lives of these animals! Join our campaign #HelpTheBuffaloesFromBrotas.  For every person who signs up to one of our FREE vegan challenges 👇 Generation Vegan will donate 1 dollar for the Buffaloes from Brotas!  Comment BUFFALO and we will send you a link to sign up! Or visit GenV.org, together we can change the world 🌱  🎥 Full interview link in bio! __________________ https://youtu.be/ZaTmMGYufug  #AnimalRescue #SaveTheBuffalos #Brazil #FriendsNotFood #BeKind",Jamie Logan,,4493,58.56,156,14,13,6,0,0,12,1,175,https://www.youtube.com/watch?v=tQA5rDshJAk
02/27/2024 04:21 AM AEDT +1100,"Carol J. Adams, writer and feminist activist, reveals how language can be used to erase the animals exploited and killed by the farming industry.  Behind every piece of meat, every egg, and every glass of milk, was a sentient being who wanted to live 🐷🐔🐮  #shorts",Simon Plazolles-Hayes,,63,72.7,7,0,2,1,1,0,1,0,11,https://www.youtube.com/watch?v=_gX-b_O1ihI
02/28/2024 03:02 AM AEDT +1100,"If you’re wondering how much protein you should eat per day, or where to find it, then we have good news. A vegan diet gives you all the protein you need—just ask bodybuilder Nimai Delgado!  What are your favorite vegan protein sources? 👇  💪@NimaiDelgado 🧒🏾 @GenesisButler",Simon Plazolles-Hayes,,551,49.0,26,9,1,2,1,1,1,0,30,https://www.youtube.com/watch?v=xt6qvieLV48
02/28/2024 03:15 AM AEDT +1100,"Paul, a military veteran, was an army paratrooper and a navy bomb disposal diver before an encounter with a 10-foot bullshark changed everything, including his views on conservation and the ethics of eating animals.  Join the movement towards a better planet with plant-based eating! 🌱🌍",Simon Plazolles-Hayes,,57,36.53,6,0,0,0,6,2,1,0,12,https://www.youtube.com/watch?v=GIQZrxPdfqU
02/29/2024 00:29 AM AEDT +1100,"If you are a loving, compassionate, and spiritual person, you and your friends need to sign up for this challenge!  Through love, altruism, awe, wisdom, truth, and forgiveness we hope to inspire you to change the way you eat. It will be a beautiful journey of discovery!  Generation Vegan is a non-profit organization dedicated to educating about the environmental, ethical, personal, and public health benefits of adopting a plant-based diet.  Visit genv.org/spirituality to sign up today!",Jamie Logan,,20,44.28,4,0,0,0,1,1,0,0,5,https://www.youtube.com/watch?v=OmUoFTPE2LI
03/01/2024 01:00 AM AEDT +1100,"Eyes reflecting the pain of the soul... 💔  The gaze of this gentle being only reinforces the urgency to act. Every time we ignore this reality, we allow injustice to persist.  Let's unite to build a more compassionate world. Together, we can create a future where suffering is not the norm. 🐷  🌱 For them, give veganism a chance.  #Pig #Truth #Vegan #FriendsNotFood",Jamie Logan,,46,123.22,8,0,2,0,0,0,0,0,10,https://www.youtube.com/watch?v=Z2BLblDFPEU
03/02/2024 02:00 AM AEDT +1100,"Happy National Pig Day!  Pigs are friends not food!  Let’s honor these intelligent, curious, and social animals by choosing plant-based options! 🌟  #PlantBased #Vegan #FriendsNotFood #PigLove #NationalPigDay",Jamie Logan,,322,59.01,22,1,4,3,0,0,1,0,29,https://www.youtube.com/watch?v=qNpNOUiavPc
03/06/2024 04:53 AM AEDT +1100,"Even amidst conflict, Tamara's group remains steadfast in their commitment to veganism.  Shifting gears from education to direct support, they're ensuring Ukrainian soldiers uphold their beliefs while defending sovereignty.  Their impactful work is a true testament to resilience and compassion in the face of adversity. 🌱💪  #shorts",Simon Plazolles-Hayes,,22,76.56,5,0,1,1,0,0,1,0,7,https://www.youtube.com/watch?v=4IH8-PJveek
03/09/2024 04:19 AM AEDT +1100,"Nobody believes war could happen until it happens to them. Unfortunately, some of the most vulnerable during these times are innocent animals. As people are killed, their beloved companion animals are left alone. Farmed animals, too, are left to fend for themselves, facing a grim fate.  In the face of such adversity, compassionate individuals like Tamara and her group Every Animal stepped up. They provide direct support for Ukrainian soldiers and work tirelessly to rescue as many lives as possible, including those of animals.  Despite the challenges, Tamara remains hopeful. She envisions a future where Ukraine emerges as the most vegan-friendly country in the world, a testament to the resilience and compassion of its people.  Join us in supporting Tamara and Every Animal as they continue their vital work, making a difference in the lives of both humans and animals during these difficult times.  #DefendAnimals #War #BeStrong #SupportUkraine #EveryAnimal",Simon Plazolles-Hayes,,33,42.48,5,0,0,1,5,3,0,0,11,https://www.youtube.com/watch?v=GZrxc79UNM8
03/09/2024 06:53 AM AEDT +1100,"Nobody believes war could happen until it happens to them. Unfortunately, some of the most vulnerable during these times are innocent animals. As people are killed, their beloved companion animals are left alone. Farmed animals, too, are left to fend for themselves, facing a grim fate.  In the face of such adversity, compassionate individuals like Tamara and her group Every Animal stepped up. They provide direct support for Ukrainian soldiers and work tirelessly to rescue as many lives as possible, including those of animals.  Despite the challenges, Tamara remains hopeful. She envisions a future where Ukraine emerges as the most vegan-friendly country in the world, a testament to the resilience and compassion of its people.  Join us in supporting Tamara and Every Animal as they continue their vital work, making a difference in the lives of both humans and animals during these difficult times.  #DefendAnimals #War #BeStrong #SupportUkraine #EveryAnimal",,,79,36.14,22,2,1,3,6,4,1,1,32,https://www.youtube.com/watch?v=5ZHDwNNH51E
03/13/2024 00:16 AM AEDT +1100,"This is Cross Farm in Devon, a typical British pig farm assured by Red Tractor where “animal welfare is the number one priority”. This same farm was exposed for appalling suffering to pigs SIX years ago by our friends at Animal Equality. Red Tractor promised to take action, but a recent visit by a documentary crew revealed appalling conditions and unimaginable suffering. It looks like nothing has changed.  Stressed, sick, and injured animals are living and dying in filth and fear. Don’t be fooled by the marketing claims. These are the “high welfare standards” of British pig farming.   Join us in calling for action by @RedTractor and report Cross Farm in Devon directly to them: enquiries@redtractor.org.uk   #PigFarming #AnimalWefare #NationalPigAssociation #RedTractor #TrustTheTractor",,,362,44.37,54,1,11,27,8,2,3,1,100,https://www.youtube.com/watch?v=tPI-nDVi4Jg
03/19/2024 02:00 AM AEDT +1100,"If we killed people at the same rate we kill animals, the human race would be extinct in 17 days 💔  There is only one way to stop this industrial-scale killing. We choose to.  Try our free vegan challenge at the link in our bio or comment READY and we will send you a DM!  #GoVegan #WW2 #BeKind #FriendsNotFood",Jamie Logan,,16,61.12,1,0,0,0,0,0,0,0,1,https://www.youtube.com/watch?v=IK9YWImUYx8
03/26/2024 00:04 AM AEDT +1100,"💔It is not uncommon for vegans to fall back to old ways of eating and existing. And after such an experience, it can be frustrating to see friends and family eat animals again. Not only frustrating, it can be painful and heartbreaking.  But here we come, bearing facts and updates, in an overt bid to tempt you back! So we ask you, are you ready to try it again?  Visit GenV.org/go-vegan to take part in one of our free 7-day or 30-day vegan challenges. We would love to support you in your effort to make the world a kinder, safer, happier, healthier place 💛🐷🥑.",Jamie Logan,,319,47.69,11,5,6,0,1,1,2,0,18,https://www.youtube.com/watch?v=Bat3VtbwbpM
03/27/2024 05:27 AM AEDT +1100,New vegan film goes VIRAL in Italy and now we need your help screening it in a theater near YOU.  #short,Simon Plazolles-Hayes,,23,68.87,1,0,0,0,2,1,0,0,3,https://www.youtube.com/watch?v=cDvYoatO95M
04/05/2024 02:03 AM AEDT +1100,"🌾🌽A significant proportion of plant crops are grown to feed farmed animals who are destined for consumption, not humans directly.  #shorts",Simon Plazolles-Hayes,,20,72.52,4,0,0,2,1,1,0,0,7,https://www.youtube.com/watch?v=goB_NzGHV8w
04/05/2024 02:09 AM AEDT +1100,"✅A well-planned plant-based diet can provide sufficient essential nutrients like protein, calcium, vitamins, and minerals needed to support the growth of children.  #shorts",,,71,53.02,2,1,5,0,0,0,0,0,7,https://www.youtube.com/watch?v=PyX0teicBQs
04/11/2024 01:00 AM AEST +1000,"Around 55% of the shrimps sold for food come from cruel farms where millions of them are confined and forced to live in squalid conditions.  Not only that, these shrimp farms are destroying precious mangroves, polluting our land and water bodies.  Help break the cycle of cruelty! 🚫 Choose compassion over exploitation. 🌱.  #ChooseVegan #SaveOurShrimp #CrueltyFreeLiving",Simon Plazolles-Hayes,,434,125.88,6,3,2,1,0,0,0,0,9,https://www.youtube.com/watch?v=nLI64oj-7Sc
04/16/2024 03:00 AM AEST +1000,Remembering the incomparable Benjamin Zephaniah on what would have been his birthday. 🎂🕊️  #shorts,Simon Plazolles-Hayes,,450,36.96,9,2,1,0,0,0,0,0,10,https://www.youtube.com/watch?v=gSVvm652faA
04/17/2024 01:36 PM AEST +1000,😱 Don't give in to temptation; keep watching this video because at the end you will learn some of our tips to overcome these issues!  #shorts #vegan,Simon Plazolles-Hayes,,50,60.51,2,0,0,0,0,0,0,0,2,https://www.youtube.com/watch?v=nWqmx6RDldw
04/17/2024 11:00 PM AEST +1000,,,,699,68.76,27,1,11,1,8,3,0,0,47,https://www.youtube.com/watch?v=cDOsqBv5txQ
04/19/2024 10:19 PM AEST +1000,"🐤Surely all the vegans and vegetarians out there have found inspiration in Lisa Simpson, one of the first popular fictional characters to speak up about animal rights. The show perfectly portrays the struggles of going plant-based in a meat-centered society. What better way to deal with these difficulties than with humor?  💚And did you know some of the creators and contributors to The Simpsons are known to be advocates for veganism or animal rights? One notable example is Matt Groening, the creator of the show. Groening has been reported to follow a vegetarian diet and has expressed support for animal rights causes in various interviews and public appearances.  What other Simpsons’ episodes do you remember that address this topic? 👇🏽",,,1096,62.6,12,27,5,4,5,3,2,0,26,https://www.youtube.com/watch?v=1MNLbPIXuPw
