Date,Content,Created by,Labels,Impressions,Likes,Reposts,Quote posts,Replies,Engagement,Engagement rate per impression (%),Video views,Url
03/26/2024 11:02 AM EDT -0400,Keep them in the oceans… not locked up 🐋🌊  Veganism goes beyond what we put on our plates; it also involves boycotting places and practices that exploit animals for entertainment or any other purpose.  Animals deserve freedom. 💫💛  🎥: Mike Kauffmann⁣⁣ https://t.co/L7vAfJXJMl,Simon Plazolles-Hayes,,136,1,0,0,0,6,4.4,21.0,https://twitter.com/GenV_Eng/status/1772640339196547473
03/26/2024 00:01 PM EDT -0400,"Evidence shows strong associations between eating red meat and developing colorectal cancer, and there is also evidence of links with pancreatic cancer and prostate cancer. https://t.co/dBRncIxb18",Simon Plazolles-Hayes,,232,7,2,0,0,15,6.5,,https://twitter.com/GenV_Eng/status/1772655139574235323
03/26/2024 03:00 PM EDT -0400,"Veganism, in addition to being an ethical stance against the suffering of animals, is the fight for a fair food system!  Would you like to learn more about the effects of veganism? Sign up at https://t.co/EisWea4nvd https://t.co/ufsJCChNUw",Jamie Logan,,88,0,2,0,0,2,2.3,,https://twitter.com/GenV_Eng/status/1772700117214052581
03/27/2024 11:01 AM EDT -0400,"🐙👀Octopuses are naturally curious creatures!  Captivity cause them stress, and they may resort to cannibalism.  ✨You can contribute to the freedom of these brilliant animals by not supporting entertainment, breeding, and food made at their expense.  #octopus https://t.co/n8yzza9aF3",Simon Plazolles-Hayes,,105,2,0,0,0,3,2.9,,https://twitter.com/GenV_Eng/status/1773002461923406335
03/27/2024 03:09 PM EDT -0400,"There’s just no commercially viable way to farm animals for human consumption that is sustainable for wildlife: it requires far too much land, water, and crops, whilst also polluting local ecosystems and driving climate change. https://t.co/OMLLPYH4xD",Simon Plazolles-Hayes,,108,1,0,0,0,1,0.9,,https://twitter.com/GenV_Eng/status/1773064843332915476
03/28/2024 08:59 AM EDT -0400,"Meet Spurlino and his best friend: the ball! 🐮🏐💖  He's here to prove that cows and bulls have a playful nature! 🤸‍♂️✨ Sadly, many of them never experience this joy. Shall we change that reality? Choose veganism! 🌱✊  📽️: @farmsanctuary https://t.co/C645n7OAL1",Jamie Logan,,335,8,1,0,0,10,3.0,42.0,https://twitter.com/GenV_Eng/status/1773334200055198151
03/28/2024 11:01 AM EDT -0400,"The best way to keep our oceans thriving is by saying NO to consuming marine animals. 🐠🚫 Put an end to overfishing and bycatch, and let's restore fish populations to vibrant, healthy levels.  ✨ Dive deeper with 5 fascinating facts about this essential ecosystem. 🌏💙  #oceans https://t.co/xaxQHqo71V",Simon Plazolles-Hayes,,182,2,1,0,0,6,3.3,17.0,https://twitter.com/GenV_Eng/status/1773364914905596169
03/29/2024 00:06 PM EDT -0400,"🚫 Factory farms don't align with God's plans. As agents of God's love, let's re-evaluate our choices and embrace compassion. So, is it God's intention for us to consume animals?  This Good Friday, let's honor God's intentions for His creatures. Choose veganism 🌿💚 https://t.co/mtsOp0DfAJ",,,110,4,0,0,0,7,6.4,,https://twitter.com/GenV_Eng/status/1773743579728392565
03/30/2024 02:05 PM EDT -0400,"No one needs a fox’s fur but a fox!  And yet, these intelligent, curious, playful, and solitary creatures are the most common species of animals exploited for fur production.  Learn more on how you can make compassionate and ethical choices when purchasing your clothes!  #fur https://t.co/RhDZM8PV1n",Simon Plazolles-Hayes,,189,5,0,0,0,6,3.2,30.0,https://twitter.com/GenV_Eng/status/1774135936504271133
03/31/2024 01:01 PM EDT -0400,"Easter Reflections 💭✝️  Eating animals wasn't part of God’s intention when He created the world.  This Easter, consider the connection between faith and food and let's move closer to embodying Jesus' compassion as we rejoice in new life and renewal. Go vegan! 🌷🐰  #Easter https://t.co/d8fUIEuzXt",Simon Plazolles-Hayes,,694,5,2,0,0,15,2.2,64.0,https://twitter.com/GenV_Eng/status/1774482187661787449
04/01/2024 01:03 PM EDT -0400,"Chickens raised for their meat, known in the industry as broilers, are slaughtered before they are even 7 weeks old. They never experience life other than that in overcrowded warehouse-style sheds on factory farms.🐔  Going vegan is the most effective way to end this suffering 🌱 https://t.co/ktzZFSapju",,,107,4,0,0,0,4,3.7,,https://twitter.com/GenV_Eng/status/1774844927324680691
04/03/2024 11:01 AM EDT -0400,"This is the reality of millions of pigs worldwide. Mothers are trapped in farrowing crates, unable even to turn around. Their babies, born into a world of filthy concrete, repeat the cycle of confinement and slaughter.  Choose vegan and help end these cruel practices. 🐷❤️ https://t.co/A2wLLRkc1j",Simon Plazolles-Hayes,,456,4,4,0,0,9,2.0,75.0,https://twitter.com/GenV_Eng/status/1775539216211902916
04/04/2024 11:02 AM EDT -0400,"🌾🌽Currently, enough food is grown to feed over 92 billion non-human land animals each year, while, according to the UN, approximately 828 million people were affected by hunger in 2021. We need a revolution in the food system.  🍆🫘🍛Choose plant-based! https://t.co/DBMLKsHlHk",Simon Plazolles-Hayes,,164,1,3,0,0,9,5.5,31.0,https://twitter.com/GenV_Eng/status/1775901859523264879
04/05/2024 00:01 PM EDT -0400,"🐔💚A hug that demonstrates pure compassion and respect.  Encouraging children to respect all life is a crucial step towards building a fairer and more compassionate future. Together, we can create a world where all living beings live in harmony. 🌱  🎥 Give Me Your Voice  #cute https://t.co/KISPnW60MX",Simon Plazolles-Hayes,,1066,31,12,1,0,83,7.8,223.0,https://twitter.com/GenV_Eng/status/1776279057350512689
04/06/2024 11:00 AM EDT -0400,💚These rescued farmed animals remind us of the horrors they endured and the joy of liberation. 🐷🐮🐔  🌟Let's choose kindness and give all beings the chance to live free.  🫶🏽 Choose veganism!  🔗Start your journey: https://t.co/3FvM4dXz50  🎥@FarmLancaster  #AnimalLiberation https://t.co/AidkxDmVys,Simon Plazolles-Hayes,,294,10,2,0,0,15,5.1,35.0,https://twitter.com/GenV_Eng/status/1776626100199698880
04/07/2024 00:42 PM EDT -0400,"Meat and dairy are associated with increased risks of type 2 diabetes, heart disease, strokes, and some kinds of cancer. No wonder vegans need fewer medications!  Ready to add more plants to your diet? Try our 7-Day Vegan For Your Health Challenge.  REF: https://t.co/GUVxKlwwEL https://t.co/394Pox7A4A",Simon Plazolles-Hayes,,158,3,3,0,0,7,4.4,,https://twitter.com/GenV_Eng/status/1777014116684578944
04/07/2024 03:01 PM EDT -0400,"According to the American Academy of Nutrition and Dietetics, “…vegan diets are healthful, nutritionally adequate, and may provide health benefits in the prevention and treatment of certain diseases.”  #WorldHealthDay https://t.co/hEm3VqPkvb",Simon Plazolles-Hayes,,142,4,0,0,1,6,4.2,,https://twitter.com/GenV_Eng/status/1777049111641862402
04/08/2024 11:02 AM EDT -0400,"🌎Animal agriculture accounts for 77 percent of global farming land. Meat, eggs, and dairy take up most of the world’s agricultural land but produce just 18 percent of the world’s calories and 37 percent of total protein. https://t.co/59DVdCMb8L",Simon Plazolles-Hayes,,114,1,1,0,0,3,2.6,,https://twitter.com/GenV_Eng/status/1777351342698217517
04/09/2024 08:59 AM EDT -0400,"Stopping eating meat is an important step towards ending animal exploitation, but becoming vegan is the best way to reduce your impact 🌱💚 https://t.co/3FsMfFbnuF",Simon Plazolles-Hayes,,217,5,2,0,1,11,5.1,,https://twitter.com/GenV_Eng/status/1777682853330870768
04/10/2024 11:01 AM EDT -0400,Around 55% of the shrimps sold for food come from cruel farms where millions of them are confined and forced to live in squalid conditions.  Help break the cycle of cruelty! 🚫 Choose compassion over exploitation. 🌱.  #ChooseVegan #SaveOurShrimp #CrueltyFreeLiving https://t.co/xwe4BWqSdQ,Simon Plazolles-Hayes,,175,1,2,0,0,4,2.3,14.0,https://twitter.com/GenV_Eng/status/1778075883867107515
04/11/2024 11:01 AM EDT -0400,Pure happiness and joy 🐷💖  Adorable pigs teaching us profound lessons: find joy in life's simplest moments 💫  🎥: @santuarioamorquesalva https://t.co/NSAT7UeVZB,Simon Plazolles-Hayes,,794,13,8,0,0,26,3.3,117.0,https://twitter.com/GenV_Eng/status/1778438295078285471
04/11/2024 00:09 PM EDT -0400,"There is no doubt at all that pigs — as well as chickens, sheep, and cows — are intelligent beings, with complex inner lives and social structures. This should come as no surprise. But their intelligence is not the reason we advocate sparing their lives. https://t.co/1QuhKJ5Z2r",Simon Plazolles-Hayes,,99,3,4,0,0,9,9.1,,https://twitter.com/GenV_Eng/status/1778455366868631636
04/12/2024 00:00 PM EDT -0400,"The Academy of Nutrition and Dietetics states that ""appropriately planned vegan diets are not only healthful, nutritionally adequate, and may provide health benefits for the prevention and treatment of certain diseases"" but are also ""appropriate for all life stages."" https://t.co/wNr3mmClnG",Simon Plazolles-Hayes,,89,1,0,0,0,4,4.5,,https://twitter.com/GenV_Eng/status/1778815514543857965
04/14/2024 11:02 AM EDT -0400,Part of what you consume is already vegan! 🥳  #Veganism https://t.co/8UoFR30khz,Simon Plazolles-Hayes,,189,3,0,0,0,13,6.9,,https://twitter.com/GenV_Eng/status/1779525688904618215
04/15/2024 06:01 PM EDT -0400,"Remembering the incomparable Benjamin Zephaniah on what would have been his birthday. 🎂🕊️  Let's honor his legacy by spreading love, compassion, and the power of words.  Rest in power, Benjamin. 🌟  ❤️ @BZephaniah ❤️ @GenesisButlerV https://t.co/rRfVUjfhaK",Simon Plazolles-Hayes,,241,8,5,0,0,20,8.3,67.0,https://twitter.com/GenV_Eng/status/1779993381457768930
04/16/2024 00:34 PM EDT -0400,"Happy Birthday to Stranger Things actress @SadieSink! She knows what's right.  Explore why veganism is kinder to animals, to people, and to our planet at https://t.co/JEDOvv56f7  #HappyBirthday #StrangerThings #SadieSink #Vegan #VeganForTheAnimals https://t.co/4ROaLDTaox",Simon Plazolles-Hayes,,562,2,2,0,0,30,5.3,,https://twitter.com/GenV_Eng/status/1780273598126584247
04/16/2024 01:53 PM EDT -0400,Starting the week like… 🦭💤 Tag a friend who'd love this!⁣  🎥: Ocean Destinations https://t.co/mC6DFwTRUj,Simon Plazolles-Hayes,,192,2,1,0,0,4,2.1,30.0,https://twitter.com/GenV_Eng/status/1780293495522988263
04/18/2024 10:01 AM EDT -0400,"🌈🐋💙 When animals live free, the ocean is magical!  But this is the reality for the 650,000 marine animals, including dolphins, whales, seals, and turtles, killed in fishing nets each year.  Protect our oceans! Keep fish in the sea and off our plates 🌱🐟  🎥: @timmboslice_ https://t.co/DFVaRj23KA",Simon Plazolles-Hayes,,96,0,1,0,0,1,1.0,11.0,https://twitter.com/GenV_Eng/status/1780959887540846872
04/18/2024 11:01 AM EDT -0400,"🐄 Just like humans, cows carry their calves for nine months, but unlike us, they are artificially inseminated every year to continuously produce milk. https://t.co/EKrYBm2bEf",Simon Plazolles-Hayes,,237,8,6,0,1,16,6.8,,https://twitter.com/GenV_Eng/status/1780974973642772637
04/19/2024 08:53 AM EDT -0400,"💚Did you know some of the creators of The Simpsons are known to be advocates for veganism? Matt Groening, the creator, follows a vegetarian diet and has expressed support for animal rights.  What other Simpsons episodes do you remember addressing this topic? 👇🏽  #TheSimpsons https://t.co/KXpZGkpGUF",Simon Plazolles-Hayes,,567,13,5,0,1,31,5.5,126.0,https://twitter.com/GenV_Eng/status/1781305216555458747
04/19/2024 02:10 PM EDT -0400,"😱 Don't give in to temptation, it's normal to feel it when you're starting your journey into veganism or have been practicing it for a short time, but keep watching this video because at the end you will learn some of our tips to overcome these issues. 🦋🐛  #vegan https://t.co/wZD6tQXwpR",Simon Plazolles-Hayes,,124,1,1,0,0,2,1.6,26.0,https://twitter.com/GenV_Eng/status/1781384953093071093
04/21/2024 10:00 AM EDT -0400,Life in a fish farm.  Choose compassion over cruelty. Your choices have the power to make a difference. #GoVegan 🌱  📹 @weanimals https://t.co/HZJIi4eNe4,Jamie Logan,,241,8,3,0,1,17,7.1,53.0,https://twitter.com/GenV_Eng/status/1782046684291203483
04/22/2024 09:00 AM EDT -0400,"🌎⚡For indigenous communities, the Earth is not just a resource to be exploited, but rather a sacred mother, provider of life and wisdom.  🌱 Support native peoples by following regional Indigenous organizations.  🎥: Ben Savage  #Veganism #Indigenous https://t.co/xy8vx2ovHf",Simon Plazolles-Hayes,,212,10,3,0,0,15,7.1,39.0,https://twitter.com/GenV_Eng/status/1782394103126233560
04/22/2024 10:00 AM EDT -0400,"Embracing veganism isn't just about what's on our plates; it's a powerful action for the planet.  This Earth Day, let's recognize the undeniable connection between our food choices and the health of our planet.  Full Earth Day Video: https://t.co/1jz5Qp5Mgz  📹 @itsjamiescorner https://t.co/fQfDfqJ3Bv",Jamie Logan,,116,3,2,0,0,9,7.8,20.0,https://twitter.com/GenV_Eng/status/1782409114871566496
04/22/2024 11:06 AM EDT -0400,"This is the reality for the vast majority of pigs raised for food 🐷.  They spend their lives in these tiny cages, where they can only step forward, step back, stand up, and lie down.  We can choose compassion over such cruelty. 💔🐷 https://t.co/1NIE28VBrV",Simon Plazolles-Hayes,,183,5,4,0,0,10,5.5,32.0,https://twitter.com/GenV_Eng/status/1782425802727911429
04/22/2024 03:14 PM EDT -0400,"Emperor penguin chicks leap off a 50ft cliff to take their first swim!  While this video is super adorable, climate change is pushing penguins to the brink of extinction, threatening their icy homes.  What are some ways you help combat climate change?  Filmed by @bertiegregory https://t.co/FFpKXdvwwb",Jamie Logan,,110,2,1,0,0,4,3.6,26.0,https://twitter.com/GenV_Eng/status/1782488260377207213
04/23/2024 00:01 PM EDT -0400,"Behind each glass of milk or slice of cheese is the extreme suffering of cows and their calves. 😢  No product is worth this much pain and violence, especially when plant-based alternatives are indistinguishable and readily available. 🐮😔  #GotMilk #cows https://t.co/tNi19vGSlb",Simon Plazolles-Hayes,,174,0,2,0,0,5,2.9,23.0,https://twitter.com/GenV_Eng/status/1782801925471166624
04/24/2024 10:00 AM EDT -0400,"💖 Just spotted this precious family taking a leisurely stroll.  Would you pause to protect and admire them? Take a moment to reflect on why, and how our world might be a better place if we fostered that connection with all living beings. 🌿  📹 yasammimariyiz (IG) https://t.co/fiIY8CziCa",Jamie Logan,,94,4,0,0,0,4,4.3,18.0,https://twitter.com/GenV_Eng/status/1783133860252819468
04/24/2024 10:00 AM EDT -0400,🙏 Pastor Munro knew he needed to change his diet.  His research on plant-based health led him to see the horrors animals face in our food system. He chose to extend compassion to ALL of God's creatures.🕊️  Protect animals from suffering. Choose veganism 🌱  #religion https://t.co/tAq3KhfOEx,Simon Plazolles-Hayes,,122,3,1,0,0,8,6.6,27.0,https://twitter.com/GenV_Eng/status/1783134042902135229
04/24/2024 00:00 PM EDT -0400,"🐇🐀What does it mean for a product to be cruelty-free? It means that no animal has endured pain during its creation, production, and testing. Many people who are now vegan started their journey to veganism by choosing cruelty-free products.  #WorldLaboratoryAnimalDay https://t.co/Z9emagY8oA",Jamie Logan,,120,6,1,0,0,7,5.8,28.0,https://twitter.com/GenV_Eng/status/1783164164086587501
