Date,Content,Created by,Labels,Organic Reach,Paid Reach,Total reach,Organic impressions,Paid impressions,Total impressions,Engaged users,Engagement rate per reach (%),Engagement rate per impression (%),Clicks,Link clicks,Photo views,Video play,Other clicks,Organic video views,Paid video views,Total video views,Average time watched,Average percentage of time watched,Url
02/21/2024 06:00 PM EST -0500,"""Justina Adorno reveals how veganism enriched her life and career, highlighting that adopting a vegan lifestyle is a journey."" ✨ Justina shares, “It’s a proud journey that I’m always excited to share because it’s helpful to let people know that it doesn’t necessarily happen from one day to another.”  🌱 What are your own experiences with taking steps towards a kinder lifestyle?",Simon Plazolles-Hayes,AI Article,478,0,478,488,0,488,15.0,3.1,3.1,2,2,0,0,5,,,,,,https://www.facebook.com/451764347174728
02/22/2024 07:00 AM EST -0500,"Discover how a plant-based diet rich in protein can lead to healthier aging and reduced disease risk for women, according to research from Tufts University.  ""Getting the majority of your protein from plant sources at midlife, plus a small amount of animal protein seems to be conducive to good health and good survival to older ages.""  What steps are you taking to incorporate more plant proteins into your meals? 🌱🍽️",Simon Plazolles-Hayes,AI Article,1157,0,1157,1174,0,1174,62.0,5.4,5.3,17,17,0,0,7,,,,,,https://www.facebook.com/452032463814583
02/22/2024 09:00 AM EST -0500,Around 97 percent of the 75 million pigs farmed in the United States are reared inside factory farms.  👇 Where does your food come from?,ADMIN ACCOUNT,,188,0,188,193,0,193,15.0,8.0,7.8,0,0,0,0,1,,,,,,https://www.facebook.com/452084220476074
02/22/2024 09:00 AM EST -0500,🛒✨ The American Academy of Pediatrics emphasizes the importance of a plant-forward diet and counsels on the need for more research on GMOs in our children's food.  How do you ensure your grocery cart aligns with your values of kindness to animals and a healthy lifestyle for your family? 🌱👨‍👩‍👧‍👦,Simon Plazolles-Hayes,AI Article,181,0,181,187,0,187,7.0,3.9,3.7,2,2,0,0,1,,,,,,https://www.facebook.com/452084233809406
02/22/2024 06:00 PM EST -0500,"""Most of our customers are animal-eaters who want a cruelty-free way of eating their favourite pub meals."" 🌱  The Queen Inn has revolutionized the pub scene by proudly holding the title as the best vegan restaurant in Europe! From plant-based steak to Chana masala, they've created a space where vegans and non-vegans can savor the flavors of kindness on a plate. 🥧🍟  Can a meal change the way you feel about adopting a vegan diet? 👇✨",Simon Plazolles-Hayes,AI Article,886,0,886,928,0,928,59.0,6.7,6.4,13,13,0,0,15,,,,,,https://www.facebook.com/452289483788881
02/23/2024 06:59 AM EST -0500,"🌱 Chef Babette Davis at 73 is an inspiration, embodying the vitality that comes from a compassionate, vegan lifestyle.  What age-related achievements have you or your loved ones reached through healthy living? 🥗🏋️‍♀️",Simon Plazolles-Hayes,AI Article,1068,0,1068,1107,0,1107,103.0,9.6,9.3,51,51,0,0,3,,,,,,https://www.facebook.com/452558050428691
02/23/2024 09:01 AM EST -0500,"While a highly-debated text, the Bible has many passages that point to God wanting Christians to live a vegan lifestyle... ☮️  💚 Check out what the philosophers of Christianity have to say:",ADMIN ACCOUNT,,2598,0,2598,2650,0,2650,233.0,9.0,8.8,97,97,0,0,143,,,,,,https://www.facebook.com/452612593756570
02/23/2024 09:01 AM EST -0500,"UC Davis is pioneering sustainable and eco-friendly fungal-based foods and cell-cultivated meats. ""UC Davis is at the forefront of developing new meat alternatives that are sustainable and environmentally friendly."" 🌱  What's one change you've made to support a kinder, more sustainable food system? 🌎🍽",Simon Plazolles-Hayes,AI Article,552,0,552,557,0,557,16.0,2.9,2.9,2,2,0,0,0,,,,,,https://www.facebook.com/452612620423234
02/23/2024 10:02 AM EST -0500,"The cruel practice of live export continues despite numerous countries banning or planning to ban it. Animals are forced onto tight, confining ships and undertake a punishing journey only to be slaughtered when they reach their destination.  No animal should be treated this way. Live exports must be banned everywhere.  📹@Weanimals",,,679,0,679,704,0,704,43.0,6.3,6.1,0,0,0,0,14,194.0,0.0,194.0,6.0,19.6,https://www.facebook.com/452642747086888
02/23/2024 11:00 AM EST -0500,"Delving into the concealed realms of a slaughterhouse, undercover investigations unveil the stark realities hidden behind closed doors.  🚪🔍 In a revealing sit-down interview, Scott David from Animal Outlook takes us on a gripping journey, sharing his profound experiences as an investigator working within these facilities.  #UnderCoverInvestigation, unveiling the unfiltered #Truth through compelling #VideoFootage from within the depths of factory farms.",,,1110,0,1110,1119,0,1119,94.0,8.5,8.4,0,0,0,0,43,421.0,0.0,421.0,32.0,8.5,https://www.facebook.com/452671493750680
02/23/2024 03:30 PM EST -0500,"Little Cameron is living a life as all animals should, full of joy and freedom. 🐷✨  Join us on this journey of true love for animals and give compassion a chance. Consider veganism. 🌱  🎥: Farm Sanctuary",Jamie Logan,,5289,0,5289,5289,0,5289,0.0,0.0,0.0,0,0,0,0,123,0.0,0.0,0.0,5.0,52.2,https://www.facebook.com/1531011634348042
02/23/2024 06:00 PM EST -0500,"🌱🥛 ""It's all about wellness,"" said Jeremy Renner about choosing plant-based milk for his recovery.  How does plant-based living enhance your wellness journey? 🌍🐮.",Simon Plazolles-Hayes,AI Article,738,0,738,758,0,758,34.0,4.6,4.5,5,5,0,0,4,,,,,,https://www.facebook.com/452826310401865
02/24/2024 07:00 AM EST -0500,"""The State Rural Development Department is considering the promotion of cactus cultivation in arid regions to kickstart the production of vegan leather, according to officials."" 🌵  Will cacti replace cow leather? 🐮🤔",Simon Plazolles-Hayes,AI Article,513,0,513,514,0,514,9.0,1.8,1.8,2,2,0,0,1,,,,,,https://www.facebook.com/453094713708358
02/24/2024 09:00 AM EST -0500,Learn more about lobsters and how complex they really are. 🦞,ADMIN ACCOUNT,,15290,0,15290,15357,0,15357,1646.0,10.8,10.7,305,305,0,0,696,,,,,,https://www.facebook.com/453148637036299
02/24/2024 09:00 AM EST -0500,"Lisbon shines on the global stage with HappyCow ranking it among the 🌱 Top 10 Vegan-Friendly Cities for 2024! ""This bustling city tops the list for the highest density of vegan food choices within the city center”—a testament to its vibrant, kind, and cruelty-free food scene. 🍽️👏  Do you want to visit Lisbon for these amazing vegan restaurants?  🌟🍃",Simon Plazolles-Hayes,AI Article,401,0,401,419,0,419,9.0,2.2,2.1,6,6,0,0,1,,,,,,https://www.facebook.com/453148680369628
02/24/2024 09:11 AM EST -0500,"A mother cow runs after her baby, two more victims of the forced separation that is routine on dairy farms.  How can ice cream and cheese be worth such misery?",Simon Plazolles-Hayes,,15031,0,15031,15476,0,15476,0.0,0.0,0.0,0,0,0,0,1049,0.0,0.0,0.0,19.0,41.1,https://www.facebook.com/2149825012022662
02/24/2024 03:32 PM EST -0500,"💙🧡 As we get ready to celebrate the festival of colours, we present to you a delicious recipe for vegan thandai that is very refreshing. 💚💜  This is one more way to ensure you are kind to animals this holi. 🙏🏽❣️  Roast and grind to a fine powder: 2 tbsp almonds 1 tbsp cashews 2 tbsp pistachios ⅛ cup melon seeds 2 tbsp rose petals 1½ tbsp khus khus 1 tbsp nniseed/sauf 1 tbsp black pepper 1tsp cardamom seeds  Add 2 tbsp of thandai powder into a blender and blend with 1½  cups vegan milk and 2 tbsp jaggery powder.  Serve chilled.  👉🏾Check our recipe section: https://pulse.ly/zmyavtbqwo",Simon Plazolles-Hayes,,1225,0,1225,1246,0,1246,0.0,0.0,0.0,0,0,0,0,9,0.0,0.0,0.0,4.0,8.1,https://www.facebook.com/843326504228700
02/24/2024 06:00 PM EST -0500,"🌱💪 ""Kellogg’s has launched a new line of vegan cereals that are packed with plant-based protein.""  What are your thoughts on incorporating more plant-based options into your morning routine? 🥣✨",Simon Plazolles-Hayes,AI Article,974,0,974,1007,0,1007,66.0,6.8,6.6,17,17,0,0,6,,,,,,https://www.facebook.com/453366167014546
02/25/2024 07:00 AM EST -0500,"In the evolving market of infant nutrition, plant-based protein is making significant strides, set to thrive across the globe with a strong foothold in the Asia-Pacific region. 🌱  How do you think the shift towards plant-based options in infant nutrition will impact future generations' food choices?",Simon Plazolles-Hayes,AI Article,305,0,305,306,0,306,6.0,2.0,2.0,1,1,0,0,0,,,,,,https://www.facebook.com/453642723653557
02/25/2024 09:00 AM EST -0500,"""Scientists in Estonia have begun to explore the use of plant proteins in food, while the local food industry is increasingly trying to incorporate plant-based raw materials into food processing in order to remain competitive.""  Vegan innovation is a global endeavor! 🌍",Simon Plazolles-Hayes,AI Article,900,0,900,949,0,949,26.0,2.9,2.7,6,6,0,0,6,,,,,,https://www.facebook.com/453696460314850
02/25/2024 09:00 AM EST -0500,“The earth can produce enough for everyone’s needs. But not enough for everyone’s greed.”  – Phillip Wollen.,ADMIN ACCOUNT,,591,0,591,591,0,591,36.0,6.1,6.1,2,2,0,0,6,,,,,,https://www.facebook.com/453696510314845
02/25/2024 11:56 AM EST -0500,"💭🤩 Imagine if we hadn't been socially and culturally conditioned to consume animals. Imagine if, from childhood, we had been taught that the lives of all animals matter equally and that they are friends, not food. Imagine living in a world where no one placed a price on their lives.  🫶🏽🐥 That reality is possible. If we can imagine it, we can create it.  📹 Menkay",Simon Plazolles-Hayes,,7793,0,7793,8064,0,8064,0.0,0.0,0.0,0,0,0,0,348,0.0,0.0,0.0,12.0,31.2,https://www.facebook.com/928572115590052
02/25/2024 06:00 PM EST -0500,"""Vegan activist Tash Peterson has responded to plans by protesters to stage a disruption and cook a barbecue outside her home.""  🌱✊🏽",Simon Plazolles-Hayes,AI Article,543,0,543,545,0,545,32.0,5.9,5.9,17,17,0,0,8,,,,,,https://www.facebook.com/453915810292915
02/26/2024 07:00 AM EST -0500,"Discover Pangaia's sustainable puffer jacket filled with wildflowers, a fashionable and green innovation to stay warm! 🌼  What are your thoughts on using plants for insulation? 🧥🌱",Simon Plazolles-Hayes,AI Article,548,0,548,552,0,552,7.0,1.3,1.3,1,1,0,0,0,,,,,,https://www.facebook.com/454226053595224
02/26/2024 09:00 AM EST -0500,"🥦 Dive into Veganuary with deliciousness in every bite! From chilli sin carne to a succulent burger, Redefine Meat’s step-by-step recipes make plant-based eating a joy for meat lovers. 🍔  What's your favorite comfort food you'd love to see in a vegan version? 😋🌱",Simon Plazolles-Hayes,AI Article,395,0,395,412,0,412,10.0,2.5,2.4,2,2,0,0,1,,,,,,https://www.facebook.com/454279643589865
02/26/2024 09:00 AM EST -0500,"“During the summer we can’t keep our doors or windows open because of the stench. If I’m outside, my clothes smell like pig feces when I come home. Sometimes it gets so bad [my husband and I] get headaches and feel nauseous.”",ADMIN ACCOUNT,,405,0,405,405,0,405,25.0,6.2,6.2,8,8,0,0,9,,,,,,https://www.facebook.com/454279656923197
02/26/2024 11:00 AM EST -0500,Animals' lives are worth far more than a meal. Recognizing this is essential in reducing the tremendous amount of unnecessary suffering and death we inflict upon them.,Simon Plazolles-Hayes,,1366,0,1366,1384,0,1384,56.0,4.1,4.0,4,0,4,0,16,,,,,,https://www.facebook.com/photo.php?fbid=454334660251030&set=a.296116792739485&type=3
02/26/2024 11:58 AM EST -0500,"Buffaloes of Brotas: one of the biggest cases of animal abandonment ever.  Guardian of the Sanctuary Ahimsa Valedarainha, Patrícia Favano, shares the story of more than a thousand buffaloes who were left to perish from hunger, thirst, and neglect in Brazil. Thanks to activists, all the surviving animals—almost one thousand of them!—are now living freely in the sanctuaries Vale da Rainha and Rancho dos Gnomos 🐃.  ⚡You can help change the lives of these animals! Join our campaign #HelpTheBuffaloesFromBrotas.  For every person who signs up to one of our FREE vegan challenges 👇 Generation Vegan will donate 1 dollar for the Buffaloes from Brotas!  Or visit https://genv.org/buffalos/ and together we can change the world 🌱  🎥 Full interview: https://youtu.be/ZaTmMGYufug",,,352,0,352,375,0,375,21.0,6.0,5.6,0,0,0,0,0,173.0,0.0,173.0,14.0,31.2,https://www.facebook.com/454362453581584
02/26/2024 03:30 PM EST -0500,"Carol J. Adams, writer and feminist activist, reveals how language can be used to erase the animals exploited and killed by the farming industry.  Behind every piece of meat, every egg, and every glass of milk, was a sentient being who wanted to live 🐷🐔🐮",Simon Plazolles-Hayes,,520,0,520,539,0,539,0.0,0.0,0.0,0,0,0,0,9,0.0,0.0,0.0,9.0,62.9,https://www.facebook.com/381735877905696
02/26/2024 05:59 PM EST -0500,"Discover Pangaia's sustainable puffer jacket filled with wildflowers, a fashionable and green innovation to stay warm! 🌼 ""Dubbed ‘FLWRDWN’, the first-of-its-kind material has been developed...""  What are your thoughts on using plants instead of traditional down for insulation? 🧥🌱",Simon Plazolles-Hayes,AI Article,340,0,340,347,0,347,3.0,0.9,0.9,2,2,0,0,1,,,,,,https://www.facebook.com/454488670235629
02/27/2024 07:00 AM EST -0500,"🥔 ""Tubers like potatoes were likely the primary source of food."" - Discoveries from the Andes reveal just how plant-based ancient diets actually were! 🌿  How does this peek into the past inspire you to think about your dietary choices today? 🤔🌱",Simon Plazolles-Hayes,AI Article,1516,0,1516,1596,0,1596,84.0,5.5,5.3,19,19,0,0,18,,,,,,https://www.facebook.com/454753493542480
02/27/2024 09:00 AM EST -0500,"Choosing a vegan diet for your dog is a journey of care and attention. But when done with guidance and high-quality products, it can be fulfilling for both your conscience and your pup's health. 🌱🐶  What's your experience with plant-based diets for dogs? Share your story in the comments below! 🐾✨",Simon Plazolles-Hayes,AI Article,320,0,320,326,0,326,7.0,2.2,2.1,3,3,0,0,0,,,,,,https://www.facebook.com/454805846870578
02/27/2024 09:00 AM EST -0500,"Here’s the lowdown on veganism, what it is and why it’s so important.",ADMIN ACCOUNT,,961,0,961,972,0,972,50.0,5.2,5.1,20,20,0,0,10,,,,,,https://www.facebook.com/454805890203907
